Age,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
52,Human Resources,12,2,1,Male,2,2,1,9420,2,No,12,3,3,1,10,3,3,13,10,6,5,No
38,Research & Development,12,2,3,Male,4,4,1,17590,0,No,11,3,2,0,27,4,3,1,0,0,1,No
59,Sales,17,2,3,Male,2,1,4,7880,2,No,22,3,2,0,27,4,2,35,1,3,26,No
45,Sales,20,3,3,Female,3,1,4,5940,1,Yes,21,3,4,0,27,2,3,0,0,0,0,No
24,Research & Development,11,4,1,Male,2,5,4,18310,1,Yes,22,2,1,0,20,4,3,6,3,4,4,No
30,Research & Development,4,2,2,Male,2,1,1,4480,4,No,25,4,2,2,12,6,3,10,4,3,5,No
49,Research & Development,13,2,2,Female,2,2,3,10420,0,No,12,3,4,0,27,4,3,11,6,0,3,No
55,Sales,1,5,1,Female,3,4,4,13310,3,No,25,3,1,1,4,4,4,19,4,5,19,No
36,Research & Development,22,4,3,Male,3,3,3,14170,3,No,23,3,4,0,12,4,4,17,7,0,9,No
27,Research & Development,15,4,2,Female,2,5,1,14740,4,No,12,3,3,1,2,4,2,5,5,1,1,No
42,Research & Development,2,1,3,Male,3,3,1,13680,3,No,24,3,3,0,31,2,4,23,3,7,23,No
48,Research & Development,19,4,4,Male,2,4,2,17600,2,Yes,16,3,4,0,31,3,4,21,11,4,16,No
43,Research & Development,17,3,3,Female,3,5,2,16220,5,Yes,16,4,3,1,30,2,3,19,18,9,8,No
34,Human Resources,28,4,2,Female,1,2,4,9730,1,No,17,3,4,0,14,2,3,11,9,1,11,No
59,Sales,17,2,3,Male,3,3,3,15610,0,No,16,3,3,1,32,4,3,14,14,10,7,No
53,Human Resources,3,3,3,Female,2,2,1,9460,6,No,21,2,3,2,29,3,3,12,5,10,0,No
28,Sales,5,2,3,Male,2,1,1,1850,4,No,14,2,3,2,2,3,3,2,2,1,1,Yes
39,Sales,26,2,3,Male,3,1,1,2860,1,Yes,22,3,2,2,21,4,3,11,5,5,5,No
20,Sales,14,2,2,Male,4,2,4,7550,2,Yes,13,3,3,2,6,3,3,2,2,0,2,No
18,Research & Development,27,3,1,Female,2,1,4,6560,7,No,21,3,3,0,24,2,3,0,0,0,0,No
39,Research & Development,19,2,1,Male,3,2,2,8410,3,No,11,3,2,2,14,3,3,6,4,5,4,No
20,Research & Development,1,3,3,Female,3,2,3,8460,6,Yes,16,4,4,1,11,5,2,0,0,0,0,Yes
56,Research & Development,2,3,4,Male,4,1,2,9180,0,Yes,12,3,4,0,39,0,3,30,28,5,29,No
53,Research & Development,21,2,2,Female,2,3,4,11010,0,No,13,3,3,1,9,1,4,14,0,7,1,No
26,Human Resources,29,2,2,Male,3,1,3,8100,2,No,13,3,3,1,28,4,4,2,0,1,0,No
19,Research & Development,3,5,2,Female,3,4,2,16660,5,No,18,3,2,3,31,2,4,1,0,1,1,No
29,Human Resources,12,3,3,Male,2,2,4,10430,1,No,12,3,3,0,20,3,3,0,0,0,0,No
50,Research & Development,20,3,4,Male,2,2,3,10680,1,No,14,2,3,2,24,2,3,0,0,0,0,No
39,Research & Development,13,4,2,Male,3,1,4,6250,4,No,25,4,4,1,23,3,2,18,16,6,3,No
34,Research & Development,5,3,2,Female,3,2,4,9360,6,Yes,18,3,4,1,16,3,3,0,0,0,0,No
24,Research & Development,12,2,3,Female,3,1,4,6430,0,Yes,21,3,3,0,28,3,3,1,1,1,0,Yes
23,Human Resources,2,5,3,Male,3,1,1,7720,3,No,12,3,1,0,22,3,3,1,0,0,0,No
41,Human Resources,29,3,3,Male,3,3,3,14090,8,No,21,3,3,1,28,3,3,5,2,1,3,No
34,Research & Development,22,3,1,Male,2,2,3,6020,3,Yes,22,3,3,0,12,2,4,7,7,6,6,No
25,Sales,24,3,2,Female,4,2,2,9260,0,No,19,3,3,2,33,2,4,1,1,1,0,Yes
39,Human Resources,17,3,2,Male,3,2,2,8400,4,No,12,3,2,0,15,2,4,18,3,3,3,No
22,Sales,18,2,3,Female,3,3,3,8820,4,No,25,2,2,1,7,3,3,3,1,2,0,No
27,Human Resources,22,4,2,Male,4,2,4,11130,0,No,24,3,4,2,33,4,4,8,1,2,1,No
52,Sales,9,3,2,Male,3,5,4,17070,3,No,19,3,3,2,11,1,3,29,5,15,10,Yes
27,Sales,20,4,2,Male,4,2,4,10600,3,No,12,3,3,1,30,2,3,8,4,7,4,No
26,Human Resources,24,5,4,Female,3,4,1,11990,2,No,20,3,3,2,4,6,3,4,3,1,4,Yes
35,Sales,27,5,2,Male,3,2,3,8600,2,Yes,21,4,4,1,25,1,2,7,0,7,0,No
32,Human Resources,4,3,1,Male,3,2,2,11720,1,No,18,3,4,3,31,1,3,10,2,4,4,No
30,Sales,28,1,4,Male,2,2,1,8710,3,Yes,16,4,3,2,25,2,3,4,2,4,4,No
36,Sales,3,3,1,Female,3,2,2,11030,0,Yes,13,3,3,0,37,0,4,8,6,8,4,No
52,Human Resources,10,3,1,Male,2,3,4,10480,1,No,19,3,4,0,10,2,2,1,0,1,1,No
48,Human Resources,18,3,3,Male,3,2,2,11980,3,No,12,4,3,0,32,7,3,17,7,8,14,No
29,Sales,22,3,4,Male,3,4,3,13530,9,No,15,3,2,3,11,1,3,7,7,0,0,No
31,Research & Development,2,5,4,Male,3,4,1,14920,2,No,16,3,4,0,10,4,1,11,2,5,5,No
56,Research & Development,24,4,3,Female,3,4,4,11140,4,No,19,2,3,1,4,2,3,18,12,14,7,No
18,Sales,10,5,2,Female,4,3,2,10870,5,Yes,25,3,3,0,10,2,3,0,0,0,0,No
45,Sales,29,2,3,Male,3,4,3,19030,2,Yes,14,3,3,0,35,3,3,2,0,2,0,No
33,Research & Development,24,5,3,Female,3,2,2,5390,3,No,18,3,4,2,4,0,3,3,2,1,1,No
38,Research & Development,13,3,1,Female,3,2,2,9120,10,No,20,3,3,1,29,3,3,9,5,7,5,No
39,Sales,11,4,2,Female,2,3,1,10560,0,No,22,4,4,0,4,3,3,5,5,2,1,No
27,Human Resources,26,5,4,Female,3,3,3,9780,5,Yes,15,3,1,0,11,1,4,5,3,2,5,Yes
26,Research & Development,16,3,4,Female,3,1,3,4910,3,No,11,2,4,0,15,1,4,2,2,1,1,No
30,Sales,25,3,2,Female,3,3,1,11120,6,Yes,15,3,1,2,10,2,3,9,9,0,0,No
59,Sales,8,5,2,Male,2,4,1,14890,9,Yes,14,3,3,2,14,2,3,23,15,2,6,No
45,Research & Development,23,2,3,Male,2,2,2,10050,1,No,19,2,4,1,13,3,4,1,0,1,1,No
52,Sales,21,3,1,Male,3,4,1,14830,0,No,18,3,4,0,9,1,3,20,12,6,3,No
45,Sales,29,4,2,Male,3,5,4,20000,10,No,16,2,4,0,35,5,2,3,3,2,0,No
28,Sales,1,4,4,Male,3,3,2,9210,9,Yes,22,4,3,0,3,4,3,5,5,1,2,No
32,Research & Development,3,4,4,Male,3,4,3,13890,9,No,23,2,3,3,3,2,4,12,7,0,3,No
45,Sales,13,4,1,Male,3,2,3,7450,6,No,12,3,2,2,15,2,3,0,0,0,0,No
18,Sales,26,1,3,Female,2,1,2,4570,1,Yes,25,3,1,2,21,4,4,0,0,0,0,No
59,Research & Development,6,2,2,Female,4,2,1,9780,6,No,20,3,3,2,35,5,4,22,10,3,6,No
44,Human Resources,26,1,2,Male,4,3,2,15440,3,No,22,3,3,0,36,4,2,7,0,0,4,No
44,Sales,29,4,3,Female,4,2,2,10030,3,Yes,15,2,2,1,22,4,3,15,12,1,3,No
50,Sales,4,2,4,Male,2,2,3,13370,5,No,12,3,4,0,34,2,2,24,0,6,12,No
39,Research & Development,11,2,3,Male,3,2,3,9260,3,Yes,25,3,2,2,14,3,2,8,0,3,4,No
38,Sales,9,5,4,Male,3,2,1,7770,10,No,21,2,4,1,8,1,4,7,6,7,4,No
46,Human Resources,24,4,2,Female,2,2,3,11810,0,No,21,3,3,0,37,1,1,22,19,2,13,No
52,Sales,4,1,3,Female,2,4,3,16190,0,Yes,16,3,2,0,30,4,1,26,5,15,18,No
29,Sales,20,5,2,Female,3,3,2,10140,6,No,11,3,3,2,22,4,2,5,1,4,0,Yes
22,Human Resources,21,5,2,Male,3,3,3,13170,2,Yes,21,3,1,1,13,3,4,3,2,3,0,Yes
47,Research & Development,18,5,1,Female,3,3,2,13660,2,Yes,22,3,1,0,36,2,3,22,9,5,20,No
33,Research & Development,11,4,4,Female,4,4,2,16110,1,Yes,17,3,3,0,25,3,3,3,1,0,1,No
48,Human Resources,4,4,2,Male,4,3,1,15030,3,No,20,3,1,3,38,2,4,29,0,15,23,No
25,Human Resources,3,2,3,Male,3,1,1,3580,4,No,14,2,3,0,19,1,4,7,3,5,2,No
49,Sales,15,1,3,Male,2,1,2,3400,2,Yes,20,2,3,2,1,3,2,10,6,7,9,Yes
43,Research & Development,14,4,1,Male,4,4,3,15970,1,No,14,4,3,1,25,4,3,4,0,0,0,Yes
55,Research & Development,27,5,3,Female,3,3,3,12890,3,No,15,4,3,1,37,2,1,2,2,2,0,No
45,Research & Development,16,4,3,Female,4,1,2,6810,0,No,12,3,4,2,25,2,2,15,12,11,8,No
55,Research & Development,9,3,3,Male,4,1,2,8300,5,No,17,2,3,0,39,7,3,13,2,13,11,No
40,Human Resources,6,5,2,Male,2,3,3,9140,0,No,13,3,4,2,2,3,3,2,1,2,1,No
25,Research & Development,5,2,3,Male,3,3,1,12350,5,No,14,3,2,2,26,3,3,2,1,1,0,No
52,Sales,12,3,2,Female,3,2,4,11410,6,No,23,3,2,0,37,2,1,14,11,7,13,No
55,Research & Development,10,2,2,Female,1,3,1,12360,1,Yes,21,3,3,1,34,4,3,34,17,11,25,No
41,Sales,21,3,3,Female,2,1,1,2900,3,No,21,3,4,2,7,3,3,21,12,0,20,No
27,Sales,4,3,3,Male,2,3,1,15880,2,No,19,3,3,1,38,2,3,9,3,4,2,No
54,Sales,2,2,3,Female,3,4,3,12200,7,No,12,2,3,0,6,3,3,26,11,11,24,No
45,Sales,14,4,3,Male,3,3,2,13630,3,No,25,3,3,3,36,3,3,7,2,5,1,No
39,Sales,6,2,4,Male,2,2,3,9290,2,No,14,3,2,2,26,2,3,19,10,9,0,No
41,Sales,14,4,3,Male,3,2,2,10500,0,No,13,2,3,2,29,5,3,12,3,10,11,No
47,Sales,7,4,4,Male,3,2,3,6150,1,Yes,19,4,3,0,6,3,1,0,0,0,0,No
46,Sales,7,5,3,Male,3,3,3,15760,3,No,23,3,3,1,39,2,4,2,1,1,0,No
56,Research & Development,7,3,4,Male,4,3,3,13030,4,No,23,1,2,1,15,3,3,36,19,8,31,No
53,Research & Development,29,1,4,Female,3,1,4,7850,0,No,20,3,4,0,12,2,4,19,14,14,2,No
50,Research & Development,8,5,2,Female,3,3,2,11750,2,Yes,21,2,2,0,9,2,3,24,8,12,19,Yes
40,Human Resources,9,3,3,Male,2,4,3,15340,2,No,17,3,1,1,2,2,4,13,9,4,6,Yes
21,Sales,7,3,2,Male,3,4,1,9600,5,Yes,22,2,2,2,2,6,3,3,2,2,3,Yes
58,Research & Development,2,1,4,Male,3,1,2,5720,1,No,13,3,3,0,14,3,3,0,0,0,0,No
48,Research & Development,7,4,1,Female,4,1,4,8260,6,No,20,2,3,3,35,1,4,20,2,9,19,No
41,Research & Development,2,4,2,Male,3,3,3,13850,6,No,20,3,1,1,31,1,1,0,0,0,0,No
31,Research & Development,23,2,4,Female,3,3,3,13010,8,No,23,3,4,0,27,1,4,3,1,1,0,No
54,Sales,28,5,4,Male,3,5,4,20000,3,No,17,4,3,0,35,2,2,28,8,0,12,No
29,Research & Development,29,3,4,Male,1,1,1,1000,2,No,12,3,1,0,5,1,2,6,0,6,5,No
59,Sales,25,2,3,Female,4,1,1,3790,2,No,24,3,3,2,8,1,4,14,1,12,4,No
53,Research & Development,22,3,3,Female,4,4,4,15040,5,No,24,3,3,1,18,2,3,5,0,1,0,No
35,Research & Development,25,2,3,Male,1,2,3,8190,2,Yes,20,3,1,1,6,2,4,17,7,8,13,No
40,Sales,1,4,1,Female,4,2,4,10340,3,No,21,2,4,0,25,2,3,21,19,11,18,No
37,Sales,5,3,3,Male,3,5,4,20000,3,No,23,3,2,2,34,2,3,12,9,1,9,No
43,Sales,28,5,3,Male,3,1,4,5340,4,No,17,3,3,0,24,1,4,12,1,1,12,No
30,Research & Development,10,3,1,Female,3,2,4,10330,10,No,12,3,1,0,24,1,3,7,4,0,2,No
49,Research & Development,5,2,3,Male,2,1,2,7040,1,No,12,3,1,1,33,4,3,24,2,14,5,No
58,Sales,12,5,4,Male,3,1,1,7540,2,No,20,1,3,2,14,2,2,9,2,1,0,Yes
55,Sales,9,5,4,Male,2,4,4,18950,4,Yes,25,3,4,1,31,3,3,12,10,10,7,No
37,Research & Development,2,4,1,Male,4,1,1,6610,3,No,13,3,4,1,32,1,1,1,1,0,1,No
47,Sales,17,4,4,Male,2,2,3,7750,3,No,24,4,2,0,13,4,3,16,4,6,15,No
58,Sales,11,2,1,Female,4,3,3,13740,3,No,18,4,2,0,35,3,2,30,5,0,8,No
42,Research & Development,23,1,1,Male,3,2,3,7880,3,Yes,16,3,1,1,13,1,4,6,5,3,4,No
43,Research & Development,5,1,3,Male,2,4,1,16280,6,Yes,17,1,4,0,24,1,4,11,2,9,9,No
47,Sales,10,2,2,Male,3,4,1,20000,1,No,11,3,4,3,37,5,2,13,13,9,7,No
37,Research & Development,8,2,3,Male,3,2,2,12010,3,No,20,2,3,1,30,3,2,4,0,2,4,No
31,Research & Development,15,3,4,Male,3,2,4,10690,9,Yes,14,2,2,0,38,2,3,7,0,4,7,No
51,Human Resources,7,4,3,Male,3,4,2,13450,3,Yes,24,3,4,3,22,2,1,28,12,4,5,No
25,Human Resources,28,5,4,Female,2,3,4,12190,6,No,14,3,3,1,16,4,2,4,1,4,1,No
55,Sales,27,3,2,Female,4,2,4,6440,0,Yes,25,3,2,0,16,3,3,21,16,8,18,No
51,Sales,22,2,4,Male,2,5,1,16900,0,No,21,3,3,0,1,2,4,14,12,6,4,No
55,Research & Development,12,5,3,Female,4,3,3,9880,1,Yes,20,3,3,0,6,2,4,12,11,6,5,No
47,Research & Development,14,3,3,Male,2,3,2,16150,1,No,17,2,2,1,37,2,4,17,0,9,5,No
18,Research & Development,22,4,4,Male,4,1,1,1680,1,Yes,20,3,4,0,11,3,3,0,0,0,0,Yes
55,Sales,20,1,1,Female,4,1,4,3330,5,No,14,3,3,1,19,4,4,36,5,10,30,No
54,Research & Development,13,3,2,Male,4,3,2,11110,0,Yes,25,3,2,0,11,1,3,24,18,14,5,Yes
48,Sales,4,3,4,Male,4,2,1,13660,5,No,23,1,1,0,39,1,4,21,15,6,20,No
55,Research & Development,14,3,3,Male,3,3,3,13910,5,Yes,14,3,2,1,12,5,3,30,27,9,26,No
44,Human Resources,9,2,3,Male,2,2,4,9590,4,No,15,3,2,0,16,3,3,20,12,12,19,No
40,Research & Development,12,4,4,Male,4,4,4,15630,4,No,21,2,1,0,28,3,3,0,0,0,0,No
43,Research & Development,11,4,3,Male,4,1,4,2370,2,No,25,4,4,1,0,2,3,6,5,4,2,No
44,Sales,20,3,4,Male,3,2,3,10290,3,No,15,2,4,0,22,0,4,6,1,6,5,No
20,Sales,26,4,1,Male,2,2,3,11620,3,Yes,14,3,3,0,27,2,4,1,1,0,0,No
54,Sales,20,3,1,Male,3,3,3,12490,2,No,17,2,1,0,31,2,3,34,7,10,7,No
55,Research & Development,29,3,3,Male,3,5,4,20000,0,Yes,23,3,4,1,23,2,4,33,13,10,1,No
44,Research & Development,2,2,3,Female,4,2,2,5920,3,No,20,3,4,1,7,5,3,7,6,1,3,No
47,Sales,9,3,3,Male,2,3,3,9710,9,No,12,3,3,1,0,2,3,24,0,15,18,No
41,Research & Development,4,4,4,Male,3,5,3,16160,5,No,17,3,3,0,12,4,3,16,11,14,6,No
36,Sales,23,3,4,Female,3,2,3,7790,4,Yes,18,3,3,2,15,4,4,8,3,1,6,No
34,Research & Development,9,4,3,Female,4,5,3,16900,0,No,20,4,1,1,23,2,4,10,2,6,9,No
41,Sales,6,2,4,Male,2,5,3,16730,2,Yes,11,2,3,3,15,2,4,11,4,0,3,No
21,Sales,26,2,3,Female,1,1,4,5460,4,Yes,23,3,4,0,18,1,2,1,0,1,0,No
25,Sales,26,3,3,Female,2,5,2,18520,2,No,21,4,2,2,31,3,4,2,1,2,1,No
23,Sales,18,2,1,Female,3,4,2,12040,2,Yes,25,3,4,1,11,4,3,3,3,0,2,Yes
21,Sales,17,2,3,Female,4,2,2,9360,5,No,22,2,4,0,18,3,3,0,0,0,0,No
36,Sales,2,2,2,Male,4,3,2,12960,6,No,18,3,4,0,21,3,2,1,0,0,1,No
46,Sales,21,3,3,Male,4,2,4,8540,0,Yes,22,3,4,2,15,3,3,1,0,1,0,No
53,Human Resources,27,2,3,Male,4,5,4,20000,0,No,25,3,3,2,31,1,3,14,5,14,0,No
46,Research & Development,9,3,4,Male,2,1,3,3260,1,Yes,12,3,2,2,18,4,4,22,20,6,8,No
36,Sales,12,2,2,Male,3,5,4,17910,2,No,19,3,2,3,13,2,4,15,13,13,1,No
18,Research & Development,10,5,3,Male,3,3,1,11000,1,No,14,3,2,1,20,4,2,0,0,0,0,Yes
33,Human Resources,28,1,3,Male,3,5,3,20000,3,No,24,3,4,0,23,4,3,2,0,0,1,No
43,Sales,10,1,3,Male,3,1,2,4570,4,Yes,19,3,2,0,15,3,3,16,5,2,6,No
44,Sales,25,3,3,Female,2,4,1,18400,0,Yes,24,3,1,0,25,2,3,4,3,2,2,Yes
53,Research & Development,7,4,4,Female,3,2,2,9760,4,No,18,3,3,1,28,4,3,10,4,6,8,No
57,Sales,7,5,3,Female,2,4,2,12680,3,No,23,2,3,0,9,3,4,37,0,12,17,No
44,Sales,22,5,3,Female,2,5,1,16380,1,No,18,2,3,1,8,2,3,4,1,0,1,No
42,Sales,22,4,2,Male,4,3,4,14030,9,No,17,3,4,2,20,3,3,10,10,7,10,No
41,Research & Development,27,4,3,Male,1,4,2,14130,6,Yes,13,3,3,2,16,3,4,8,3,6,3,Yes
40,Human Resources,7,4,4,Male,2,1,4,3630,3,No,23,3,1,0,3,2,2,18,2,11,0,No
24,Sales,8,2,4,Male,1,1,2,7100,1,Yes,23,3,3,3,30,4,3,1,0,1,0,No
20,Sales,24,4,3,Male,4,1,2,5980,1,Yes,18,3,3,2,18,3,4,1,0,1,0,Yes
57,Sales,20,3,4,Female,2,4,3,16160,1,No,25,3,3,1,23,1,1,4,0,4,1,No
36,Research & Development,11,4,2,Male,2,2,4,6410,1,No,14,2,2,0,5,1,3,11,6,0,2,No
44,Sales,12,2,1,Female,2,2,2,11180,3,No,11,4,3,1,30,3,2,23,10,3,0,No
45,Research & Development,18,3,3,Male,3,1,1,8510,1,No,23,2,3,3,38,2,2,7,5,3,3,No
58,Sales,28,3,3,Female,3,5,4,15840,2,No,13,2,3,0,9,4,4,14,0,2,4,No
58,Research & Development,22,2,1,Male,3,2,4,10550,4,Yes,16,3,3,0,20,1,3,12,4,6,12,No
44,Sales,7,4,1,Male,3,3,1,13250,5,Yes,21,3,3,0,25,4,3,14,14,7,0,No
35,Research & Development,15,1,4,Male,3,3,3,14630,4,No,12,3,4,1,36,3,2,17,11,12,16,No
41,Research & Development,2,3,1,Female,2,3,3,10960,0,No,18,4,3,2,37,1,3,17,6,7,2,No
19,Research & Development,17,3,4,Female,1,2,3,6140,4,No,24,4,4,3,21,3,4,1,1,0,1,No
41,Sales,1,3,2,Female,3,4,2,11030,1,No,19,3,1,2,10,2,4,20,12,2,3,Yes
56,Sales,29,5,2,Female,3,1,2,5910,4,No,11,2,3,0,12,7,3,25,21,5,16,No
51,Research & Development,15,3,3,Male,1,2,3,8290,1,No,18,2,4,0,21,2,3,25,9,13,0,No
54,Sales,22,2,3,Male,1,4,4,19450,1,Yes,11,3,4,2,36,5,3,18,16,5,11,No
45,Sales,15,4,4,Female,3,2,2,12790,1,Yes,24,2,3,0,28,5,3,14,9,3,5,No
59,Human Resources,18,2,3,Male,3,3,3,13630,1,Yes,23,2,1,0,24,4,3,36,7,4,24,No
54,Research & Development,14,5,3,Male,2,1,3,9130,1,No,16,3,1,1,33,1,4,30,11,7,7,No
56,Sales,22,2,3,Male,3,1,1,3940,1,No,14,3,2,2,7,3,3,10,2,2,9,Yes
50,Research & Development,14,2,4,Female,3,2,3,11260,6,No,15,3,3,0,30,3,3,30,24,2,14,No
59,Sales,11,2,2,Female,2,3,2,14370,0,No,24,4,3,0,17,3,4,12,6,9,11,No
44,Research & Development,6,4,2,Male,2,2,4,11990,6,No,23,3,3,0,25,3,3,24,18,8,8,No
49,Sales,25,4,3,Female,3,4,1,19120,8,Yes,16,3,4,1,39,2,4,7,3,2,3,No
31,Human Resources,17,2,3,Female,2,2,2,9860,6,No,15,3,1,0,26,2,4,10,2,6,2,No
28,Research & Development,1,5,4,Female,3,2,2,5140,5,Yes,17,3,3,0,5,4,3,4,1,2,3,No
57,Human Resources,11,4,2,Female,3,1,1,8480,6,No,12,3,4,0,36,7,3,25,6,10,4,No
28,Sales,6,2,1,Male,2,2,4,11200,2,Yes,16,3,3,3,21,2,2,10,3,6,6,No
51,Sales,11,5,3,Female,3,2,3,11580,2,Yes,13,3,1,0,30,3,3,21,5,9,18,No
24,Research & Development,21,2,3,Female,2,1,1,7900,0,Yes,17,3,4,2,25,5,3,4,0,2,1,No
25,Sales,27,2,3,Male,3,1,1,7360,7,No,12,3,3,3,32,5,3,5,4,2,4,No
25,Research & Development,8,3,3,Female,4,5,4,16610,2,Yes,14,3,2,3,20,1,2,1,0,0,0,Yes
26,Sales,7,2,3,Female,3,4,2,14710,1,Yes,11,3,1,0,16,2,4,7,1,3,2,No
34,Human Resources,6,2,3,Female,4,2,1,11030,5,No,15,3,3,1,37,4,3,13,11,6,7,No
49,Research & Development,16,4,1,Male,3,3,4,11420,0,Yes,23,3,1,2,4,0,3,31,9,9,29,Yes
22,Sales,14,4,3,Male,3,3,2,14300,6,No,23,4,3,0,35,2,2,4,0,4,1,No
42,Research & Development,21,2,3,Male,4,2,2,7620,0,No,19,3,1,0,14,2,4,24,20,7,2,No
45,Research & Development,22,3,2,Male,2,1,3,2320,5,No,15,3,4,3,0,3,3,23,17,9,18,No
43,Research & Development,7,4,3,Male,3,2,3,13850,1,No,13,3,4,0,39,4,3,8,5,4,2,No
30,Sales,23,1,2,Male,2,3,2,14290,5,Yes,17,3,4,0,38,2,3,1,0,1,0,No
18,Research & Development,28,2,1,Male,2,4,4,15610,1,Yes,14,3,3,2,29,4,4,0,0,0,0,Yes
22,Sales,29,4,3,Female,3,3,2,8240,7,No,14,3,4,0,8,5,2,1,1,1,1,No
31,Research & Development,3,1,3,Female,2,5,4,18060,10,No,24,2,2,2,21,4,3,4,0,0,1,No
44,Sales,10,3,2,Male,1,1,1,4100,1,Yes,18,3,3,1,8,3,4,2,1,2,2,Yes
58,Research & Development,7,2,1,Male,3,4,4,17860,1,Yes,11,2,2,0,31,2,4,19,9,4,3,Yes
43,Sales,1,1,3,Male,2,2,2,7940,5,No,13,2,3,2,9,3,2,7,5,6,7,No
22,Research & Development,23,3,4,Female,3,3,2,11950,3,No,23,3,3,2,23,4,3,3,3,0,1,No
57,Research & Development,15,3,4,Male,3,1,2,5720,0,Yes,19,3,3,3,5,3,4,14,4,1,8,No
55,Sales,22,3,2,Female,2,3,1,9420,7,No,11,3,3,3,6,4,3,20,7,12,4,No
33,Sales,19,2,1,Male,2,5,2,20000,2,No,21,3,2,0,29,5,2,11,3,7,8,No
40,Sales,12,3,2,Male,2,2,2,12510,5,Yes,23,3,4,2,26,3,3,16,16,5,4,No
26,Research & Development,22,3,4,Male,3,2,3,11110,0,Yes,12,3,3,2,23,3,3,0,0,0,0,No
37,Sales,18,3,3,Male,2,2,4,6620,1,No,19,3,4,0,16,3,3,2,0,0,0,No
47,Sales,25,1,2,Male,3,1,2,8480,2,No,14,3,3,3,30,3,3,25,25,1,24,No
32,Sales,17,5,4,Male,3,3,4,13100,4,Yes,11,3,2,1,18,4,2,14,14,10,3,No
33,Sales,3,4,4,Female,4,1,3,5430,1,No,24,2,4,0,15,2,4,14,4,3,11,No
48,Human Resources,10,1,4,Female,3,1,1,5890,0,No,17,2,2,2,16,1,2,18,0,4,0,No
31,Research & Development,2,4,2,Male,2,3,2,12870,4,No,12,4,3,3,23,4,3,10,2,5,6,No
38,Research & Development,22,4,3,Female,2,1,3,7470,0,Yes,19,3,2,1,20,3,2,16,4,11,1,No
37,Human Resources,2,2,2,Male,3,3,4,12370,3,No,16,4,3,1,10,3,1,0,0,0,0,Yes
